581679.721	943564.908	1600.000
581699.097	943569.739	1600.000
581718.783	943573.259	1600.000
581737.591	943579.413	1600.001
581754.440	943590.022	1600.000
581768.655	943604.020	1600.000
581783.455	943617.419	1600.000
581796.039	943632.300	1599.980
581777.277	943635.715	1600.000
581757.299	943634.838	1600.001
581737.575	943631.632	1600.000
581717.841	943628.403	1600.000
581697.931	943627.493	1600.000
581678.531	943631.616	1600.000
581658.941	943635.282	1600.000
581639.084	943637.579	1600.000
581619.105	943637.629	1600.000
581599.572	943633.898	1600.000
581580.369	943628.450	1600.000
581560.785	943624.618	1600.000
581559.173	943613.465	1600.007
581574.338	943600.891	1600.013
581588.477	943587.213	1600.000
581594.280	943568.076	1600.000
581602.695	943550.224	1600.000
581619.878	943547.889	1600.000
581638.673	943554.595	1600.000
581658.183	943558.961	1599.987
