582617.416	943565.151	1420.000
582645.651	943575.123	1420.000
582673.889	943585.193	1420.000
582699.397	943600.633	1420.052
582721.909	943620.150	1419.997
582742.468	943641.864	1419.998
582769.026	943655.722	1420.001
582795.352	943669.330	1420.048
582815.465	943691.211	1420.000
582830.318	943708.764	1420.006
582803.944	943697.291	1420.000
582782.459	943676.526	1419.999
582753.138	943673.322	1420.009
582724.885	943683.210	1420.002
582698.938	943694.925	1420.000
582675.091	943680.569	1420.000
582652.359	943662.381	1420.000
582628.142	943676.481	1420.000
582610.804	943700.904	1420.000
582603.211	943729.312	1420.000
582597.603	943758.675	1419.996
582578.054	943781.245	1420.019
582548.812	943785.059	1420.000
582519.543	943789.644	1420.000
582491.589	943800.396	1420.000
582464.097	943812.386	1420.000
582435.854	943822.234	1420.000
582411.658	943839.850	1420.000
582401.515	943866.671	1420.000
582397.322	943896.376	1419.998
582380.281	943915.116	1420.000
582350.548	943919.101	1420.000
582321.224	943925.063	1420.000
582293.184	943935.722	1420.002
582273.509	943956.591	1420.007
582262.273	943984.367	1420.000
582240.841	944004.508	1420.013
582219.091	944024.670	1420.000
582207.597	944050.330	1420.000
582216.990	944078.524	1420.000
582235.203	944102.168	1420.000
582254.002	944125.321	1420.000
582269.878	944150.769	1420.000
582276.695	944179.241	1420.000
582256.376	944198.943	1420.000
582226.987	944204.861	1419.999
582197.816	944211.182	1420.000
582169.304	944204.888	1420.000
582141.439	944193.811	1420.000
582120.091	944173.651	1420.000
582105.915	944147.270	1419.998
582090.318	944121.666	1420.000
582078.615	944094.143	1420.002
582067.093	944068.005	1420.000
582040.339	944054.967	1420.000
582010.787	944051.218	1420.001
581980.927	944051.850	1420.000
581951.752	944047.920	1420.001
581927.800	944029.857	1420.000
581907.791	944008.711	1420.000
581904.884	943978.871	1420.000
581893.440	943957.076	1420.000
581863.663	943953.986	1420.000
581838.500	943939.711	1420.016
581832.265	943912.516	1420.000
581838.269	943885.903	1420.044
581808.323	943886.634	1420.000
581780.194	943896.731	1420.000
581757.462	943915.929	1420.001
581743.241	943942.142	1420.000
581729.661	943968.866	1419.992
581703.160	943976.773	1420.000
581673.954	943970.093	1420.000
581645.245	943961.462	1420.000
581618.714	943947.723	1420.000
581594.720	943929.754	1420.000
581569.328	943922.521	1420.000
581539.854	943927.943	1420.000
581510.149	943930.885	1420.017
581516.896	943958.338	1420.000
581527.545	943986.320	1420.000
581540.176	944013.471	1420.001
581553.565	944040.000	1420.000
581559.229	944069.398	1420.000
581553.763	944098.788	1420.000
581535.120	944116.040	1420.000
581505.776	944121.720	1420.001
581479.481	944136.067	1420.000
581450.647	944137.067	1420.000
581421.194	944131.838	1420.000
581391.320	944130.589	1419.998
581362.034	944135.869	1419.999
581333.175	944134.363	1420.046
581337.130	944163.798	1420.001
581322.827	944183.909	1419.996
581293.679	944190.982	1420.001
581299.066	944217.813	1419.993
581289.582	944242.619	1420.000
581278.667	944264.068	1419.994
581299.816	944285.031	1420.000
581301.949	944309.475	1420.000
581284.282	944333.640	1420.000
581264.632	944356.225	1420.000
581242.756	944376.735	1420.000
581226.244	944401.033	1419.992
581208.171	944423.368	1419.999
581194.914	944449.996	1419.999
581219.970	944450.980	1420.000
581249.831	944453.839	1420.000
581278.680	944461.690	1419.998
581297.684	944480.789	1420.004
581293.736	944510.463	1420.001
581271.513	944529.885	1420.001
581242.916	944536.758	1420.000
581213.013	944534.414	1420.000
581183.150	944531.560	1420.000
581153.405	944527.802	1419.992
581147.954	944549.087	1419.999
581158.617	944577.066	1420.000
581170.095	944604.780	1420.002
581153.627	944621.320	1420.000
581124.681	944627.361	1420.000
581103.745	944647.939	1420.000
581098.622	944676.713	1419.998
581077.373	944696.463	1419.996
581050.182	944687.800	1420.000
581037.637	944660.777	1420.002
581017.817	944641.826	1420.026
580993.500	944624.392	1419.993
580987.389	944639.947	1420.000
580991.472	944669.571	1419.994
580982.568	944697.020	1420.000
580957.276	944709.406	1420.001
580927.706	944704.759	1420.000
580898.350	944704.155	1420.000
580876.581	944713.119	1420.001
580889.572	944740.160	1420.000
580893.274	944769.086	1419.996
580890.062	944798.899	1420.000
580890.203	944828.612	1420.002
580897.464	944857.666	1420.000
580906.529	944886.259	1419.995
580909.153	944915.948	1420.000
580909.176	944945.934	1420.000
580910.281	944975.909	1420.000
580913.656	945005.703	1420.000
580917.921	945035.397	1420.000
580921.121	945065.225	1420.000
580926.731	945094.648	1420.000
580935.294	945123.400	1420.000
580944.133	945152.068	1420.000
580956.945	945178.836	1420.000
580975.604	945202.232	1420.000
580990.187	945228.439	1419.998
581004.378	945254.842	1420.000
581021.938	945279.163	1420.000
581041.713	945301.497	1419.986
581065.064	945320.217	1420.001
581085.642	945341.862	1420.000
581104.266	945365.374	1420.000
581123.203	945388.636	1420.000
581141.666	945412.279	1420.000
581159.400	945436.437	1419.999
581173.089	945463.046	1420.000
581182.138	945491.618	1420.000
581188.516	945520.930	1420.000
581180.818	945536.206	1420.000
