582616.965	943547.931	1400.000
582645.055	943558.438	1400.000
582673.242	943568.669	1400.000
582700.339	943581.543	1399.999
582726.280	943596.458	1400.000
582750.183	943614.542	1400.000
582773.731	943632.986	1399.998
582799.197	943648.474	1400.000
582822.858	943666.898	1399.986
582847.416	943684.106	1400.000
582872.468	943700.579	1400.000
582900.497	943711.035	1400.000
582929.324	943719.183	1400.000
582950.263	943725.869	1400.020
582928.025	943745.665	1399.999
582901.009	943756.165	1400.000
582871.045	943756.417	1400.000
582841.385	943760.793	1400.016
582813.589	943756.823	1400.003
582787.417	943742.268	1400.000
582763.367	943725.386	1400.003
582734.587	943728.962	1400.000
582705.641	943736.370	1400.000
582675.797	943737.856	1400.000
582648.569	943728.127	1400.044
582643.511	943757.199	1400.000
582635.379	943785.864	1400.000
582619.509	943811.152	1400.000
582600.270	943833.491	1400.000
582571.056	943832.920	1400.000
582541.323	943829.057	1400.000
582511.392	943828.844	1400.002
582484.922	943842.387	1400.000
582459.767	943858.503	1400.001
582436.290	943876.504	1400.063
582432.097	943906.189	1400.000
582425.954	943935.380	1400.000
582403.442	943952.807	1400.000
582373.810	943957.405	1400.000
582344.228	943962.337	1400.000
582315.037	943969.209	1400.000
582297.105	943991.586	1400.000
582275.911	944012.589	1400.000
582252.767	944031.676	1399.999
582237.118	944055.617	1400.000
582251.155	944081.553	1400.000
582272.666	944102.448	1400.000
582290.714	944126.404	1399.996
582305.955	944152.197	1400.000
582319.967	944178.389	1399.999
582316.439	944207.761	1400.000
582295.408	944228.175	1400.001
582266.961	944234.707	1400.000
582236.999	944236.181	1399.999
582207.338	944240.483	1400.000
582177.633	944242.276	1399.996
582148.913	944234.631	1400.000
582120.317	944226.275	1400.000
582093.456	944215.103	1399.996
582078.769	944189.077	1400.000
582057.589	944168.503	1400.000
582045.362	944143.731	1399.982
582044.602	944113.996	1400.000
582031.444	944090.971	1399.999
582001.457	944090.812	1400.000
581971.552	944092.913	1400.000
581943.551	944085.141	1399.998
581918.432	944068.773	1400.000
581892.274	944054.106	1400.000
581873.826	944031.335	1399.989
581868.706	944001.979	1400.000
581842.396	943994.511	1400.000
581816.886	943981.439	1400.000
581803.372	943955.147	1400.000
581803.278	943925.610	1400.002
581784.414	943931.415	1400.000
581766.174	943954.337	1400.000
581759.121	943983.382	1400.000
581741.352	944007.362	1399.999
581715.841	944019.657	1400.000
581686.360	944015.781	1400.000
581657.376	944008.044	1399.996
581633.315	943991.263	1400.000
581606.059	943979.119	1400.000
581577.349	943973.218	1400.000
581562.503	943987.492	1400.000
581579.724	944011.736	1400.000
581594.762	944037.300	1400.002
581598.368	944067.076	1400.000
581599.877	944097.029	1400.000
581597.944	944126.839	1400.000
581589.568	944155.641	1400.000
581565.560	944168.571	1400.000
581536.942	944177.395	1400.004
581512.885	944195.173	1399.999
581484.875	944202.405	1400.000
581455.154	944198.347	1400.000
581425.646	944192.966	1400.000
581396.002	944188.371	1400.000
581379.728	944200.856	1400.011
581363.256	944224.053	1400.005
581356.156	944251.033	1400.013
581361.960	944265.825	1400.000
581374.769	944287.150	1400.000
581373.519	944317.103	1400.002
581369.513	944346.831	1400.000
581366.234	944376.573	1400.000
581353.693	944401.582	1400.000
581326.681	944414.555	1400.000
581299.475	944427.195	1400.000
581321.717	944444.354	1400.000
581338.312	944467.823	1400.000
581348.896	944495.886	1400.000
581362.402	944522.549	1400.000
581350.932	944543.909	1400.003
581321.923	944551.193	1400.000
581293.739	944560.556	1400.000
581264.872	944568.385	1400.000
581235.063	944568.589	1400.000
581205.226	944566.578	1400.009
581212.810	944592.332	1400.000
581222.648	944620.556	1400.000
581224.325	944649.997	1400.000
581212.521	944676.239	1400.001
581183.075	944681.961	1399.999
581154.743	944691.670	1400.000
581129.166	944705.851	1400.001
581106.749	944724.406	1400.010
581077.309	944730.041	1400.000
581047.980	944725.826	1400.001
581020.336	944714.285	1400.007
580994.485	944725.711	1400.000
580967.994	944736.233	1400.000
580938.814	944729.269	1400.000
580909.218	944724.539	1400.000
580908.388	944746.463	1399.984
580908.497	944776.281	1400.000
580909.643	944806.243	1400.003
580917.710	944834.805	1400.000
580927.777	944863.065	1400.000
580933.685	944892.347	1400.000
580930.188	944922.131	1400.000
580930.094	944952.093	1400.000
580933.674	944981.871	1400.000
580938.196	945011.528	1400.000
580942.763	945041.178	1400.000
580948.589	945070.558	1400.011
580957.285	945099.259	1400.000
580966.325	945127.865	1400.000
580975.298	945156.490	1400.006
580987.292	945183.849	1399.997
581000.892	945210.569	1400.000
581014.307	945237.380	1400.002
581030.994	945262.284	1400.000
581051.801	945283.854	1400.002
581077.622	945298.849	1400.005
581099.323	945319.178	1400.000
581116.993	945343.392	1400.000
581134.146	945367.982	1400.000
581154.380	945390.124	1400.000
581173.285	945413.409	1400.002
581190.233	945438.048	1400.000
581200.232	945466.253	1400.000
581206.938	945495.480	1400.000
581213.080	945524.845	1400.000
581215.643	945554.687	1399.996
581210.911	945579.045	1400.000
581184.015	945566.138	1399.990
581159.170	945549.348	1400.000
581132.967	945534.746	1400.000
581106.783	945520.107	1400.000
581080.936	945504.880	1400.000
581055.140	945489.566	1400.000
581029.733	945473.694	1400.000
581007.894	945453.162	1400.000
580986.177	945432.467	1400.000
580964.332	945411.905	1400.000
580942.486	945391.344	1400.000
580921.028	945370.386	1400.000
580900.594	945348.422	1400.000
580879.063	945327.571	1400.000
580855.055	945309.687	1400.000
580829.901	945293.342	1400.000
580804.202	945277.865	1400.000
580778.476	945262.433	1400.000
580752.703	945247.086	1400.000
580727.212	945231.278	1400.000
580703.001	945213.564	1400.000
580678.860	945195.753	1400.000
580653.797	945179.309	1400.000
580625.151	945170.599	1400.000
580596.247	945162.566	1400.000
580567.342	945154.534	1400.000
580538.194	945147.474	1400.000
580508.510	945148.788	1400.007
580479.574	945156.707	1400.000
580450.662	945164.713	1400.000
580421.368	945169.105	1400.000
580392.621	945161.310	1400.000
580364.390	945151.162	1400.000
580336.626	945139.827	1400.000
580309.209	945128.331	1400.014
580279.339	945128.844	1400.000
580249.524	945125.518	1400.000
580219.710	945122.187	1400.000
580190.158	945117.437	1400.000
580162.383	945106.108	1400.000
580134.809	945094.291	1400.000
580106.862	945083.472	1400.019
