582234.808	943635.999	1499.998
582262.983	943626.149	1499.985
582292.108	943619.061	1500.000
582320.417	943614.041	1500.001
582349.981	943618.969	1500.000
582379.864	943617.941	1500.000
582409.683	943615.903	1500.000
582439.576	943616.816	1500.000
582466.753	943624.322	1499.986
582452.984	943649.768	1500.000
582435.183	943673.595	1500.008
582415.068	943695.682	1500.001
582389.652	943710.281	1499.999
582362.807	943723.020	1500.003
582336.079	943733.956	1499.954
582312.378	943751.263	1500.000
582286.343	943765.818	1499.984
582257.049	943772.232	1500.000
582243.582	943797.304	1500.000
582226.415	943821.787	1500.000
582200.653	943836.600	1500.000
582174.665	943851.332	1500.000
582152.424	943871.423	1500.002
582132.774	943893.985	1500.000
582118.431	943918.540	1500.024
582103.579	943930.710	1500.000
582073.965	943929.645	1500.000
582045.037	943932.019	1500.000
582042.389	943903.759	1499.997
582028.665	943882.774	1500.000
582003.845	943866.477	1499.941
581985.127	943844.334	1500.000
581956.233	943837.722	1500.000
581927.225	943834.017	1500.000
581926.109	943805.113	1499.996
581907.788	943800.536	1500.000
581879.156	943793.333	1500.000
581857.468	943772.961	1500.001
581829.767	943764.801	1500.000
581800.115	943768.035	1500.000
581771.135	943775.760	1500.000
581744.286	943788.819	1500.000
581718.825	943803.785	1500.000
581697.531	943797.904	1500.001
581681.550	943772.559	1500.000
581656.222	943759.574	1500.000
581626.605	943760.158	1500.000
581597.290	943766.216	1500.000
581569.038	943776.240	1500.000
581540.416	943784.021	1500.000
581511.411	943778.833	1500.000
581481.747	943775.700	1500.000
581451.960	943772.147	1500.004
581422.152	943769.066	1500.000
581392.178	943769.223	1500.001
581363.358	943775.072	1500.000
581338.422	943791.676	1500.000
581316.777	943812.355	1500.000
581298.333	943835.987	1500.000
581286.938	943863.633	1499.984
581281.737	943893.082	1500.000
581280.000	943903.000	1500.000
581279.000	943910.000	1500.000
#581277.389	943922.696	1500.025
581292.000	943922.000	1500.000
581306.089	943920.863	1500.000
581335.500	943916.605	1499.975
581364.795	943922.021	1499.998
581367.000	943930.000	1500.000
#581369.667	943938.601	1500.000
581359.000	943947.000	1500.000
581346.191	943957.065	1500.000
581319.875	943971.458	1500.000
581293.513	943985.672	1500.000
581265.864	943996.868	1499.997
581236.206	944000.515	1500.000
581206.772	943999.469	1499.995
581181.830	944012.746	1500.002
581184.908	944041.657	1500.000
581176.147	944068.841	1500.006
581152.253	944085.931	1500.000
581134.908	944102.086	1500.000
581130.224	944130.953	1500.004
581110.814	944150.702	1499.979
581081.895	944156.993	1499.995
581070.245	944176.502	1500.000
581070.963	944206.030	1500.000
581081.031	944233.732	1500.005
581079.311	944248.775	1500.009
581059.509	944230.618	1499.997
581032.697	944220.601	1500.000
581005.069	944208.974	1500.000
580978.094	944211.158	1500.006
580966.391	944237.270	1499.991
580954.984	944236.016	1500.000
580964.251	944207.544	1500.000
580982.542	944184.774	1500.000
580996.569	944158.378	1500.000
581011.186	944132.262	1499.999
581026.268	944106.339	1500.023
581035.389	944077.814	1500.000
581036.807	944047.939	1500.002
581039.850	944018.114	1500.000
581045.984	943988.797	1500.000
581061.348	943964.892	1500.000
581064.095	943935.022	1500.000
581073.949	943906.839	1500.000
581086.855	943879.806	1500.000
581103.881	943855.554	1500.000
581110.899	943826.448	1500.000
581112.679	943796.651	1499.997
581107.047	943767.928	1500.014
581098.938	943745.739	1500.004
581122.256	943727.192	1500.000
581142.507	943705.070	1500.000
581162.203	943682.442	1500.000
581182.131	943660.025	1500.000
581204.518	943640.075	1500.000
581227.323	943620.597	1500.000
581251.500	943602.965	1500.000
581277.329	943587.741	1500.000
581304.977	943576.293	1500.000
581332.419	943564.204	1500.000
581359.579	943551.487	1500.000
581387.872	943541.765	1500.000
581416.716	943533.595	1499.978
581442.600	943520.613	1500.000
581457.965	943497.402	1500.000
581487.232	943497.576	1500.000
581506.683	943477.417	1499.998
581527.038	943455.724	1500.000
581550.740	943437.344	1500.000
581575.477	943420.474	1500.008
581604.519	943421.767	1500.000
581632.908	943431.297	1500.000
581660.513	943443.025	1500.000
581687.276	943456.552	1500.000
581711.838	943473.738	1500.000
581737.622	943489.071	1500.000
581762.779	943505.400	1500.002
581787.219	943522.776	1500.021
581811.211	943540.786	1500.000
581835.495	943558.319	1500.000
581862.439	943571.320	1500.000
581890.585	943581.687	1500.000
581917.437	943594.595	1500.000
581939.909	943614.466	1500.000
581964.771	943630.986	1500.000
581993.120	943640.650	1500.000
582021.791	943649.432	1500.000
582050.070	943659.404	1500.000
582079.578	943664.769	1500.000
582109.427	943666.159	1500.000
582138.978	943662.192	1499.991
582168.695	943664.353	1500.000
582196.702	943655.514	1499.992
